record_id,building_id,building_name,building_type,timestamp,hour,electricity_kwh
1159,B001,教学楼,Teaching,2026-01-18 06:00:00,6,19.93
1160,B001,教学楼,Teaching,2026-01-18 07:00:00,7,19.03
1161,B001,教学楼,Teaching,2026-01-18 08:00:00,8,62.18
1162,B001,教学楼,Teaching,2026-01-18 09:00:00,9,63.01
1163,B001,教学楼,Teaching,2026-01-18 10:00:00,10,59.13
1164,B001,教学楼,Teaching,2026-01-18 11:00:00,11,67.97
1165,B001,教学楼,Teaching,2026-01-18 12:00:00,12,61.07
1166,B001,教学楼,Teaching,2026-01-18 13:00:00,13,63.49
1167,B001,教学楼,Teaching,2026-01-18 14:00:00,14,67.34
1168,B001,教学楼,Teaching,2026-01-18 15:00:00,15,64.86
1169,B001,教学楼,Teaching,2026-01-18 16:00:00,16,68.83
1170,B001,教学楼,Teaching,2026-01-18 17:00:00,17,68.47
1171,B001,教学楼,Teaching,2026-01-18 18:00:00,18,72.57
1172,B001,教学楼,Teaching,2026-01-18 19:00:00,19,82.01
1173,B001,教学楼,Teaching,2026-01-18 20:00:00,20,72.14
1174,B001,教学楼,Teaching,2026-01-18 21:00:00,21,17.44
1175,B001,教学楼,Teaching,2026-01-18 22:00:00,22,28.25
1176,B001,教学楼,Teaching,2026-01-18 23:00:00,23,27.53
1177,B001,教学楼,Teaching,2026-01-19 00:00:00,0,27.24
1178,B001,教学楼,Teaching,2026-01-19 01:00:00,1,27.20
1179,B001,教学楼,Teaching,2026-01-19 02:00:00,2,28.82
1180,B001,教学楼,Teaching,2026-01-19 03:00:00,3,25.31
1181,B001,教学楼,Teaching,2026-01-19 04:00:00,4,21.67
1182,B001,教学楼,Teaching,2026-01-19 05:00:00,5,20.52
1183,B001,教学楼,Teaching,2026-01-19 06:00:00,6,24.16
1184,B001,教学楼,Teaching,2026-01-19 07:00:00,7,29.86
1185,B001,教学楼,Teaching,2026-01-19 08:00:00,8,74.50
1186,B001,教学楼,Teaching,2026-01-19 09:00:00,9,77.03
1187,B001,教学楼,Teaching,2026-01-19 10:00:00,10,78.05
1188,B001,教学楼,Teaching,2026-01-19 11:00:00,11,68.04
1189,B001,教学楼,Teaching,2026-01-19 12:00:00,12,77.09
1190,B001,教学楼,Teaching,2026-01-19 13:00:00,13,69.84
1191,B001,教学楼,Teaching,2026-01-19 14:00:00,14,73.95
1192,B001,教学楼,Teaching,2026-01-19 15:00:00,15,73.15
1193,B001,教学楼,Teaching,2026-01-19 16:00:00,16,71.58
1194,B001,教学楼,Teaching,2026-01-19 17:00:00,17,70.52
1195,B001,教学楼,Teaching,2026-01-19 18:00:00,18,85.39
1196,B001,教学楼,Teaching,2026-01-19 19:00:00,19,85.28
1197,B001,教学楼,Teaching,2026-01-19 20:00:00,20,83.27
1198,B001,教学楼,Teaching,2026-01-19 21:00:00,21,26.22
1199,B001,教学楼,Teaching,2026-01-19 22:00:00,22,21.45
1200,B001,教学楼,Teaching,2026-01-19 23:00:00,23,26.19
1201,B001,教学楼,Teaching,2026-01-20 00:00:00,0,30.93
1202,B001,教学楼,Teaching,2026-01-20 01:00:00,1,24.24
1203,B001,教学楼,Teaching,2026-01-20 02:00:00,2,28.77
1204,B001,教学楼,Teaching,2026-01-20 03:00:00,3,29.86
1205,B001,教学楼,Teaching,2026-01-20 04:00:00,4,29.80
1206,B001,教学楼,Teaching,2026-01-20 05:00:00,5,22.85
1207,B001,教学楼,Teaching,2026-01-20 06:00:00,6,21.76
1208,B001,教学楼,Teaching,2026-01-20 07:00:00,7,22.36
1209,B001,教学楼,Teaching,2026-01-20 08:00:00,8,73.62
1210,B001,教学楼,Teaching,2026-01-20 09:00:00,9,75.49
1211,B001,教学楼,Teaching,2026-01-20 10:00:00,10,74.21
1212,B001,教学楼,Teaching,2026-01-20 11:00:00,11,68.45
1213,B001,教学楼,Teaching,2026-01-20 12:00:00,12,75.57
1214,B001,教学楼,Teaching,2026-01-20 13:00:00,13,72.21
1215,B001,教学楼,Teaching,2026-01-20 14:00:00,14,75.31
1216,B001,教学楼,Teaching,2026-01-20 15:00:00,15,75.35
1217,B001,教学楼,Teaching,2026-01-20 16:00:00,16,71.60
1218,B001,教学楼,Teaching,2026-01-20 17:00:00,17,77.28
1219,B001,教学楼,Teaching,2026-01-20 18:00:00,18,87.38
1220,B001,教学楼,Teaching,2026-01-20 19:00:00,19,88.21
1221,B001,教学楼,Teaching,2026-01-20 20:00:00,20,88.06
1222,B001,教学楼,Teaching,2026-01-20 21:00:00,21,30.26
1223,B001,教学楼,Teaching,2026-01-20 22:00:00,22,27.41
1224,B001,教学楼,Teaching,2026-01-20 23:00:00,23,21.69
1225,B001,教学楼,Teaching,2026-01-21 00:00:00,0,20.69
1226,B001,教学楼,Teaching,2026-01-21 01:00:00,1,25.17
1227,B001,教学楼,Teaching,2026-01-21 02:00:00,2,23.49
1228,B001,教学楼,Teaching,2026-01-21 03:00:00,3,23.15
1229,B001,教学楼,Teaching,2026-01-21 04:00:00,4,20.52
1230,B001,教学楼,Teaching,2026-01-21 05:00:00,5,25.93
1231,B001,教学楼,Teaching,2026-01-21 06:00:00,6,23.56
1232,B001,教学楼,Teaching,2026-01-21 07:00:00,7,25.25
1233,B001,教学楼,Teaching,2026-01-21 08:00:00,8,66.63
1234,B001,教学楼,Teaching,2026-01-21 09:00:00,9,75.91
1235,B001,教学楼,Teaching,2026-01-21 10:00:00,10,66.84
1236,B001,教学楼,Teaching,2026-01-21 11:00:00,11,76.28
1237,B001,教学楼,Teaching,2026-01-21 12:00:00,12,76.16
1238,B001,教学楼,Teaching,2026-01-21 13:00:00,13,73.27
1239,B001,教学楼,Teaching,2026-01-21 14:00:00,14,71.96
1240,B001,教学楼,Teaching,2026-01-21 15:00:00,15,71.42
1241,B001,教学楼,Teaching,2026-01-21 16:00:00,16,72.51
1242,B001,教学楼,Teaching,2026-01-21 17:00:00,17,75.35
1243,B001,教学楼,Teaching,2026-01-21 18:00:00,18,90.95
1244,B001,教学楼,Teaching,2026-01-21 19:00:00,19,85.59
1245,B001,教学楼,Teaching,2026-01-21 20:00:00,20,89.90
1246,B001,教学楼,Teaching,2026-01-21 21:00:00,21,27.60
1247,B001,教学楼,Teaching,2026-01-21 22:00:00,22,23.64
1248,B001,教学楼,Teaching,2026-01-21 23:00:00,23,25.48
1249,B001,教学楼,Teaching,2026-01-22 00:00:00,0,21.58
1250,B001,教学楼,Teaching,2026-01-22 01:00:00,1,20.51
1251,B001,教学楼,Teaching,2026-01-22 02:00:00,2,21.01
1252,B001,教学楼,Teaching,2026-01-22 03:00:00,3,30.56
1253,B001,教学楼,Teaching,2026-01-22 04:00:00,4,23.89
1254,B001,教学楼,Teaching,2026-01-22 05:00:00,5,28.34
1255,B001,教学楼,Teaching,2026-01-22 06:00:00,6,25.82
1256,B001,教学楼,Teaching,2026-01-22 07:00:00,7,21.83
1257,B001,教学楼,Teaching,2026-01-22 08:00:00,8,68.74
1258,B001,教学楼,Teaching,2026-01-22 09:00:00,9,0.20
1259,B001,教学楼,Teaching,2026-01-22 10:00:00,10,0.11
1260,B001,教学楼,Teaching,2026-01-22 11:00:00,11,0.15
1261,B001,教学楼,Teaching,2026-01-22 12:00:00,12,0.17
1262,B001,教学楼,Teaching,2026-01-22 13:00:00,13,72.93
1263,B001,教学楼,Teaching,2026-01-22 14:00:00,14,75.23
1264,B001,教学楼,Teaching,2026-01-22 15:00:00,15,73.53
1265,B001,教学楼,Teaching,2026-01-22 16:00:00,16,66.55
1266,B001,教学楼,Teaching,2026-01-22 17:00:00,17,66.90
1267,B001,教学楼,Teaching,2026-01-22 18:00:00,18,88.26
1268,B001,教学楼,Teaching,2026-01-22 19:00:00,19,83.54
1269,B001,教学楼,Teaching,2026-01-22 20:00:00,20,88.82
1270,B001,教学楼,Teaching,2026-01-22 21:00:00,21,27.65
1271,B001,教学楼,Teaching,2026-01-22 22:00:00,22,30.64
1272,B001,教学楼,Teaching,2026-01-22 23:00:00,23,30.25
1273,B001,教学楼,Teaching,2026-01-23 00:00:00,0,23.77
1274,B001,教学楼,Teaching,2026-01-23 01:00:00,1,26.77
1275,B001,教学楼,Teaching,2026-01-23 02:00:00,2,21.47
1276,B001,教学楼,Teaching,2026-01-23 03:00:00,3,23.98
1277,B001,教学楼,Teaching,2026-01-23 04:00:00,4,31.39
1278,B001,教学楼,Teaching,2026-01-23 05:00:00,5,28.17
1279,B001,教学楼,Teaching,2026-01-23 06:00:00,6,24.49
1280,B001,教学楼,Teaching,2026-01-23 07:00:00,7,26.93
1281,B001,教学楼,Teaching,2026-01-23 08:00:00,8,77.11
1282,B001,教学楼,Teaching,2026-01-23 09:00:00,9,69.58
1283,B001,教学楼,Teaching,2026-01-23 10:00:00,10,70.39
1284,B001,教学楼,Teaching,2026-01-23 11:00:00,11,75.39
1285,B001,教学楼,Teaching,2026-01-23 12:00:00,12,75.65
1286,B001,教学楼,Teaching,2026-01-23 13:00:00,13,73.95
1287,B001,教学楼,Teaching,2026-01-23 14:00:00,14,75.87
1288,B001,教学楼,Teaching,2026-01-23 15:00:00,15,74.80
1289,B001,教学楼,Teaching,2026-01-23 16:00:00,16,74.17
1290,B001,教学楼,Teaching,2026-01-23 17:00:00,17,72.28
1291,B001,教学楼,Teaching,2026-01-23 18:00:00,18,88.12
1292,B001,教学楼,Teaching,2026-01-23 19:00:00,19,85.47
1293,B001,教学楼,Teaching,2026-01-23 20:00:00,20,84.74
1294,B001,教学楼,Teaching,2026-01-23 21:00:00,21,24.20
1295,B001,教学楼,Teaching,2026-01-23 22:00:00,22,22.02
1296,B001,教学楼,Teaching,2026-01-23 23:00:00,23,22.43
1297,B001,教学楼,Teaching,2026-01-24 00:00:00,0,28.14
1298,B001,教学楼,Teaching,2026-01-24 01:00:00,1,22.61
1299,B001,教学楼,Teaching,2026-01-24 02:00:00,2,19.49
1300,B001,教学楼,Teaching,2026-01-24 03:00:00,3,18.43
1301,B001,教学楼,Teaching,2026-01-24 04:00:00,4,17.71
1302,B001,教学楼,Teaching,2026-01-24 05:00:00,5,26.93
1303,B001,教学楼,Teaching,2026-01-24 06:00:00,6,18.01
1304,B001,教学楼,Teaching,2026-01-24 07:00:00,7,26.06
1305,B001,教学楼,Teaching,2026-01-24 08:00:00,8,67.57
1306,B001,教学楼,Teaching,2026-01-24 09:00:00,9,68.17
1307,B001,教学楼,Teaching,2026-01-24 10:00:00,10,58.04
1308,B001,教学楼,Teaching,2026-01-24 11:00:00,11,61.65
1309,B001,教学楼,Teaching,2026-01-24 12:00:00,12,66.82
1310,B001,教学楼,Teaching,2026-01-24 13:00:00,13,59.22
1311,B001,教学楼,Teaching,2026-01-24 14:00:00,14,62.18
1312,B001,教学楼,Teaching,2026-01-24 15:00:00,15,59.63
1313,B001,教学楼,Teaching,2026-01-24 16:00:00,16,67.68
1314,B001,教学楼,Teaching,2026-01-24 17:00:00,17,66.98
1315,B001,教学楼,Teaching,2026-01-24 18:00:00,18,80.21
1316,B001,教学楼,Teaching,2026-01-24 19:00:00,19,72.51
1317,B001,教学楼,Teaching,2026-01-24 20:00:00,20,75.80
1318,B001,教学楼,Teaching,2026-01-24 21:00:00,21,21.84
1319,B001,教学楼,Teaching,2026-01-24 22:00:00,22,25.03
1320,B001,教学楼,Teaching,2026-01-24 23:00:00,23,19.77
1321,B001,教学楼,Teaching,2026-01-25 00:00:00,0,22.26
1322,B001,教学楼,Teaching,2026-01-25 01:00:00,1,20.36
1323,B001,教学楼,Teaching,2026-01-25 02:00:00,2,25.93
1324,B001,教学楼,Teaching,2026-01-25 03:00:00,3,22.35
1325,B001,教学楼,Teaching,2026-01-25 04:00:00,4,23.38
1326,B001,教学楼,Teaching,2026-01-25 05:00:00,5,20.69
1327,B001,教学楼,Teaching,2026-01-25 06:00:00,6,26.69
1328,B001,教学楼,Teaching,2026-01-25 07:00:00,7,22.62
1329,B001,教学楼,Teaching,2026-01-25 08:00:00,8,68.11
1330,B001,教学楼,Teaching,2026-01-25 09:00:00,9,62.53
1331,B001,教学楼,Teaching,2026-01-25 10:00:00,10,69.51
1332,B001,教学楼,Teaching,2026-01-25 11:00:00,11,69.98
1333,B001,教学楼,Teaching,2026-01-25 12:00:00,12,63.74
1334,B001,教学楼,Teaching,2026-01-25 13:00:00,13,61.61
1335,B001,教学楼,Teaching,2026-01-25 14:00:00,14,62.84
1336,B001,教学楼,Teaching,2026-01-25 15:00:00,15,64.61
1337,B001,教学楼,Teaching,2026-01-25 16:00:00,16,69.91
1338,B001,教学楼,Teaching,2026-01-25 17:00:00,17,68.15
1339,B001,教学楼,Teaching,2026-01-25 18:00:00,18,80.86
1340,B001,教学楼,Teaching,2026-01-25 19:00:00,19,72.94
1341,B001,教学楼,Teaching,2026-01-25 20:00:00,20,74.32
1342,B001,教学楼,Teaching,2026-01-25 21:00:00,21,24.84
1343,B001,教学楼,Teaching,2026-01-25 22:00:00,22,27.64
1344,B001,教学楼,Teaching,2026-01-25 23:00:00,23,23.82
1345,B001,教学楼,Teaching,2026-01-26 00:00:00,0,21.57
1346,B001,教学楼,Teaching,2026-01-26 01:00:00,1,30.50
1347,B001,教学楼,Teaching,2026-01-26 02:00:00,2,30.58
1348,B001,教学楼,Teaching,2026-01-26 03:00:00,3,23.80
1349,B001,教学楼,Teaching,2026-01-26 04:00:00,4,29.55
1350,B001,教学楼,Teaching,2026-01-26 05:00:00,5,23.68
1351,B001,教学楼,Teaching,2026-01-26 06:00:00,6,31.28
1352,B001,教学楼,Teaching,2026-01-26 07:00:00,7,22.20
1353,B001,教学楼,Teaching,2026-01-26 08:00:00,8,72.92
1354,B001,教学楼,Teaching,2026-01-26 09:00:00,9,79.06
1355,B001,教学楼,Teaching,2026-01-26 10:00:00,10,70.41
1356,B001,教学楼,Teaching,2026-01-26 11:00:00,11,73.20
1357,B001,教学楼,Teaching,2026-01-26 12:00:00,12,72.02
1358,B001,教学楼,Teaching,2026-01-26 13:00:00,13,68.19
1359,B001,教学楼,Teaching,2026-01-26 14:00:00,14,68.55
1360,B001,教学楼,Teaching,2026-01-26 15:00:00,15,73.97
1361,B001,教学楼,Teaching,2026-01-26 16:00:00,16,70.82
1362,B001,教学楼,Teaching,2026-01-26 17:00:00,17,79.97
1363,B001,教学楼,Teaching,2026-01-26 18:00:00,18,87.39
1364,B001,教学楼,Teaching,2026-01-26 19:00:00,19,83.28
1365,B001,教学楼,Teaching,2026-01-26 20:00:00,20,94.16
1366,B001,教学楼,Teaching,2026-01-26 21:00:00,21,30.71
1367,B001,教学楼,Teaching,2026-01-26 22:00:00,22,28.45
1368,B001,教学楼,Teaching,2026-01-26 23:00:00,23,30.16
1369,B001,教学楼,Teaching,2026-01-27 00:00:00,0,22.33
1370,B001,教学楼,Teaching,2026-01-27 01:00:00,1,24.14
1371,B001,教学楼,Teaching,2026-01-27 02:00:00,2,30.67
1372,B001,教学楼,Teaching,2026-01-27 03:00:00,3,29.08
1373,B001,教学楼,Teaching,2026-01-27 04:00:00,4,22.41
1374,B001,教学楼,Teaching,2026-01-27 05:00:00,5,29.23
1375,B001,教学楼,Teaching,2026-01-27 06:00:00,6,26.16
1376,B001,教学楼,Teaching,2026-01-27 07:00:00,7,20.86
1377,B001,教学楼,Teaching,2026-01-27 08:00:00,8,69.64
1378,B001,教学楼,Teaching,2026-01-27 09:00:00,9,71.81
1379,B001,教学楼,Teaching,2026-01-27 10:00:00,10,78.81
1380,B001,教学楼,Teaching,2026-01-27 11:00:00,11,75.42
1381,B001,教学楼,Teaching,2026-01-27 12:00:00,12,77.61
1382,B001,教学楼,Teaching,2026-01-27 13:00:00,13,75.26
1383,B001,教学楼,Teaching,2026-01-27 14:00:00,14,70.31
1384,B001,教学楼,Teaching,2026-01-27 15:00:00,15,72.48
1385,B001,教学楼,Teaching,2026-01-27 16:00:00,16,72.68
1386,B001,教学楼,Teaching,2026-01-27 17:00:00,17,69.69
1387,B001,教学楼,Teaching,2026-01-27 18:00:00,18,89.24
1388,B001,教学楼,Teaching,2026-01-27 19:00:00,19,93.79
1389,B001,教学楼,Teaching,2026-01-27 20:00:00,20,89.80
1390,B001,教学楼,Teaching,2026-01-27 21:00:00,21,22.37
1391,B001,教学楼,Teaching,2026-01-27 22:00:00,22,31.92
1392,B001,教学楼,Teaching,2026-01-27 23:00:00,23,28.23
1393,B001,教学楼,Teaching,2026-01-28 00:00:00,0,21.29
1394,B001,教学楼,Teaching,2026-01-28 01:00:00,1,27.29
1395,B001,教学楼,Teaching,2026-01-28 02:00:00,2,24.03
1396,B001,教学楼,Teaching,2026-01-28 03:00:00,3,22.87
1397,B001,教学楼,Teaching,2026-01-28 04:00:00,4,26.31
1398,B001,教学楼,Teaching,2026-01-28 05:00:00,5,28.56
1399,B001,教学楼,Teaching,2026-01-28 06:00:00,6,24.08
1400,B001,教学楼,Teaching,2026-01-28 07:00:00,7,26.21
1401,B001,教学楼,Teaching,2026-01-28 08:00:00,8,77.84
1402,B001,教学楼,Teaching,2026-01-28 09:00:00,9,70.94
1403,B001,教学楼,Teaching,2026-01-28 10:00:00,10,81.66
1404,B001,教学楼,Teaching,2026-01-28 11:00:00,11,70.83
1405,B001,教学楼,Teaching,2026-01-28 12:00:00,12,76.38
1406,B001,教学楼,Teaching,2026-01-28 13:00:00,13,76.21
1407,B001,教学楼,Teaching,2026-01-28 14:00:00,14,82.04
1408,B001,教学楼,Teaching,2026-01-28 15:00:00,15,76.88
1409,B001,教学楼,Teaching,2026-01-28 16:00:00,16,74.97
1410,B001,教学楼,Teaching,2026-01-28 17:00:00,17,75.97
1411,B001,教学楼,Teaching,2026-01-28 18:00:00,18,93.29
1412,B001,教学楼,Teaching,2026-01-28 19:00:00,19,97.50
1413,B001,教学楼,Teaching,2026-01-28 20:00:00,20,88.83
1414,B001,教学楼,Teaching,2026-01-28 21:00:00,21,21.67
1415,B001,教学楼,Teaching,2026-01-28 22:00:00,22,30.96
1416,B001,教学楼,Teaching,2026-01-28 23:00:00,23,25.65
1417,B001,教学楼,Teaching,2026-01-29 00:00:00,0,30.33
1418,B001,教学楼,Teaching,2026-01-29 01:00:00,1,29.09
1419,B001,教学楼,Teaching,2026-01-29 02:00:00,2,30.83
1420,B001,教学楼,Teaching,2026-01-29 03:00:00,3,30.41
1421,B001,教学楼,Teaching,2026-01-29 04:00:00,4,25.60
1422,B001,教学楼,Teaching,2026-01-29 05:00:00,5,22.16
1423,B001,教学楼,Teaching,2026-01-29 06:00:00,6,28.20
1424,B001,教学楼,Teaching,2026-01-29 07:00:00,7,31.43
1425,B001,教学楼,Teaching,2026-01-29 08:00:00,8,73.23
1426,B001,教学楼,Teaching,2026-01-29 09:00:00,9,80.54
1427,B001,教学楼,Teaching,2026-01-29 10:00:00,10,76.82
1428,B001,教学楼,Teaching,2026-01-29 11:00:00,11,79.64
1429,B001,教学楼,Teaching,2026-01-29 12:00:00,12,78.93
1430,B001,教学楼,Teaching,2026-01-29 13:00:00,13,81.14
1431,B001,教学楼,Teaching,2026-01-29 14:00:00,14,72.21
1432,B001,教学楼,Teaching,2026-01-29 15:00:00,15,80.82
1433,B001,教学楼,Teaching,2026-01-29 16:00:00,16,77.06
1434,B001,教学楼,Teaching,2026-01-29 17:00:00,17,75.14
1435,B001,教学楼,Teaching,2026-01-29 18:00:00,18,87.73
1436,B001,教学楼,Teaching,2026-01-29 19:00:00,19,89.67
1437,B001,教学楼,Teaching,2026-01-29 20:00:00,20,87.84
1438,B001,教学楼,Teaching,2026-01-29 21:00:00,21,33.14
1439,B001,教学楼,Teaching,2026-01-29 22:00:00,22,28.15
1440,B001,教学楼,Teaching,2026-01-29 23:00:00,23,33.85
1441,B001,教学楼,Teaching,2026-01-30 00:00:00,0,28.52
1442,B001,教学楼,Teaching,2026-01-30 01:00:00,1,25.06
1443,B001,教学楼,Teaching,2026-01-30 02:00:00,2,31.08
1444,B001,教学楼,Teaching,2026-01-30 03:00:00,3,24.35
1445,B001,教学楼,Teaching,2026-01-30 04:00:00,4,26.36
1446,B001,教学楼,Teaching,2026-01-30 05:00:00,5,31.47
1447,B001,教学楼,Teaching,2026-01-30 06:00:00,6,32.51
1448,B001,教学楼,Teaching,2026-01-30 07:00:00,7,26.12
1449,B001,教学楼,Teaching,2026-01-30 08:00:00,8,73.93
1450,B001,教学楼,Teaching,2026-01-30 09:00:00,9,76.91
1451,B001,教学楼,Teaching,2026-01-30 10:00:00,10,83.22
1452,B001,教学楼,Teaching,2026-01-30 11:00:00,11,81.52
1453,B001,教学楼,Teaching,2026-01-30 12:00:00,12,83.39
1454,B001,教学楼,Teaching,2026-01-30 13:00:00,13,77.35
1455,B001,教学楼,Teaching,2026-01-30 14:00:00,14,84.45
1456,B001,教学楼,Teaching,2026-01-30 15:00:00,15,78.77
1457,B001,教学楼,Teaching,2026-01-30 16:00:00,16,78.84
1458,B001,教学楼,Teaching,2026-01-30 17:00:00,17,84.01
1459,B001,教学楼,Teaching,2026-01-30 18:00:00,18,95.00
1460,B001,教学楼,Teaching,2026-01-30 19:00:00,19,98.45
1461,B001,教学楼,Teaching,2026-01-30 20:00:00,20,97.63
1462,B001,教学楼,Teaching,2026-01-30 21:00:00,21,23.36
1463,B001,教学楼,Teaching,2026-01-30 22:00:00,22,29.66
1464,B001,教学楼,Teaching,2026-01-30 23:00:00,23,32.31
1465,B001,教学楼,Teaching,2026-01-31 00:00:00,0,25.60
1466,B001,教学楼,Teaching,2026-01-31 01:00:00,1,22.92
1467,B001,教学楼,Teaching,2026-01-31 02:00:00,2,20.04
1468,B001,教学楼,Teaching,2026-01-31 03:00:00,3,27.03
1469,B001,教学楼,Teaching,2026-01-31 04:00:00,4,22.79
1470,B001,教学楼,Teaching,2026-01-31 05:00:00,5,26.37
1471,B001,教学楼,Teaching,2026-01-31 06:00:00,6,24.26
1472,B001,教学楼,Teaching,2026-01-31 07:00:00,7,27.44
1473,B001,教学楼,Teaching,2026-01-31 08:00:00,8,68.37
1474,B001,教学楼,Teaching,2026-01-31 09:00:00,9,64.71
1475,B001,教学楼,Teaching,2026-01-31 10:00:00,10,74.69
1476,B001,教学楼,Teaching,2026-01-31 11:00:00,11,68.52
1477,B001,教学楼,Teaching,2026-01-31 12:00:00,12,76.31
1478,B001,教学楼,Teaching,2026-01-31 13:00:00,13,67.68
1479,B001,教学楼,Teaching,2026-01-31 14:00:00,14,76.19
1480,B001,教学楼,Teaching,2026-01-31 15:00:00,15,75.85
1481,B001,教学楼,Teaching,2026-01-31 16:00:00,16,65.42
1482,B001,教学楼,Teaching,2026-01-31 17:00:00,17,72.21
1483,B001,教学楼,Teaching,2026-01-31 18:00:00,18,83.09
1484,B001,教学楼,Teaching,2026-01-31 19:00:00,19,88.40
1485,B001,教学楼,Teaching,2026-01-31 20:00:00,20,86.99
1486,B001,教学楼,Teaching,2026-01-31 21:00:00,21,30.83
1487,B001,教学楼,Teaching,2026-01-31 22:00:00,22,21.12
1488,B001,教学楼,Teaching,2026-01-31 23:00:00,23,26.72
1489,B001,教学楼,Teaching,2026-02-01 00:00:00,0,28.82
1490,B001,教学楼,Teaching,2026-02-01 01:00:00,1,19.88
1491,B001,教学楼,Teaching,2026-02-01 02:00:00,2,20.28
1492,B001,教学楼,Teaching,2026-02-01 03:00:00,3,28.83
1493,B001,教学楼,Teaching,2026-02-01 04:00:00,4,23.90
1494,B001,教学楼,Teaching,2026-02-01 05:00:00,5,24.11
1495,B001,教学楼,Teaching,2026-02-01 06:00:00,6,26.34
1496,B001,教学楼,Teaching,2026-02-01 07:00:00,7,26.81
1497,B001,教学楼,Teaching,2026-02-01 08:00:00,8,73.37
1498,B001,教学楼,Teaching,2026-02-01 09:00:00,9,76.65
1499,B001,教学楼,Teaching,2026-02-01 10:00:00,10,69.77
1500,B001,教学楼,Teaching,2026-02-01 11:00:00,11,74.50
1501,B001,教学楼,Teaching,2026-02-01 12:00:00,12,72.27
1502,B001,教学楼,Teaching,2026-02-01 13:00:00,13,71.78
1503,B001,教学楼,Teaching,2026-02-01 14:00:00,14,70.24
1504,B001,教学楼,Teaching,2026-02-01 15:00:00,15,73.30
1505,B001,教学楼,Teaching,2026-02-01 16:00:00,16,68.55
1506,B001,教学楼,Teaching,2026-02-01 17:00:00,17,66.95
1507,B001,教学楼,Teaching,2026-02-01 18:00:00,18,88.78
1508,B001,教学楼,Teaching,2026-02-01 19:00:00,19,85.99
1509,B001,教学楼,Teaching,2026-02-01 20:00:00,20,84.70
1510,B001,教学楼,Teaching,2026-02-01 21:00:00,21,26.50
1511,B001,教学楼,Teaching,2026-02-01 22:00:00,22,22.91
1512,B001,教学楼,Teaching,2026-02-01 23:00:00,23,22.91
1513,B001,教学楼,Teaching,2026-02-02 00:00:00,0,28.67
1514,B001,教学楼,Teaching,2026-02-02 01:00:00,1,35.29
1515,B001,教学楼,Teaching,2026-02-02 02:00:00,2,26.77
1516,B001,教学楼,Teaching,2026-02-02 03:00:00,3,34.36
1517,B001,教学楼,Teaching,2026-02-02 04:00:00,4,29.27
1518,B001,教学楼,Teaching,2026-02-02 05:00:00,5,24.87
1519,B001,教学楼,Teaching,2026-02-02 06:00:00,6,33.64
1520,B001,教学楼,Teaching,2026-02-02 07:00:00,7,28.85
1521,B001,教学楼,Teaching,2026-02-02 08:00:00,8,86.80
1522,B001,教学楼,Teaching,2026-02-02 09:00:00,9,81.39
1523,B001,教学楼,Teaching,2026-02-02 10:00:00,10,77.15
1524,B001,教学楼,Teaching,2026-02-02 11:00:00,11,84.32
1525,B001,教学楼,Teaching,2026-02-02 12:00:00,12,86.32
1526,B001,教学楼,Teaching,2026-02-02 13:00:00,13,80.05
1527,B001,教学楼,Teaching,2026-02-02 14:00:00,14,80.42
1528,B001,教学楼,Teaching,2026-02-02 15:00:00,15,77.07
1529,B001,教学楼,Teaching,2026-02-02 16:00:00,16,82.84
1530,B001,教学楼,Teaching,2026-02-02 17:00:00,17,87.07
1531,B001,教学楼,Teaching,2026-02-02 18:00:00,18,103.11
1532,B001,教学楼,Teaching,2026-02-02 19:00:00,19,101.48
1533,B001,教学楼,Teaching,2026-02-02 20:00:00,20,104.11
1534,B001,教学楼,Teaching,2026-02-02 21:00:00,21,31.28
1535,B001,教学楼,Teaching,2026-02-02 22:00:00,22,33.16
1536,B001,教学楼,Teaching,2026-02-02 23:00:00,23,29.76
1537,B001,教学楼,Teaching,2026-02-03 00:00:00,0,25.12
1538,B001,教学楼,Teaching,2026-02-03 01:00:00,1,26.09
1539,B001,教学楼,Teaching,2026-02-03 02:00:00,2,25.36
1540,B001,教学楼,Teaching,2026-02-03 03:00:00,3,33.19
1541,B001,教学楼,Teaching,2026-02-03 04:00:00,4,24.03
1542,B001,教学楼,Teaching,2026-02-03 05:00:00,5,30.38
1543,B001,教学楼,Teaching,2026-02-03 06:00:00,6,28.17
1544,B001,教学楼,Teaching,2026-02-03 07:00:00,7,33.40
1545,B001,教学楼,Teaching,2026-02-03 08:00:00,8,83.54
1546,B001,教学楼,Teaching,2026-02-03 09:00:00,9,84.29
1547,B001,教学楼,Teaching,2026-02-03 10:00:00,10,78.02
1548,B001,教学楼,Teaching,2026-02-03 11:00:00,11,80.73
1549,B001,教学楼,Teaching,2026-02-03 12:00:00,12,89.04
1550,B001,教学楼,Teaching,2026-02-03 13:00:00,13,85.71
1551,B001,教学楼,Teaching,2026-02-03 14:00:00,14,83.42
1552,B001,教学楼,Teaching,2026-02-03 15:00:00,15,86.37
1553,B001,教学楼,Teaching,2026-02-03 16:00:00,16,87.05
1554,B001,教学楼,Teaching,2026-02-03 17:00:00,17,78.09
1555,B001,教学楼,Teaching,2026-02-03 18:00:00,18,105.55
1556,B001,教学楼,Teaching,2026-02-03 19:00:00,19,101.62
1557,B001,教学楼,Teaching,2026-02-03 20:00:00,20,99.35
